Customer Account ID,Site ID,Modem Serial Number,Model,Connection Speed (Mbps),Uptime (days),Signal Strength (dBm),Packet Loss (%),Error Rate (%),SNR (Signal-to-Noise Ratio),RSSI (Received Signal Strength Indicator),Modulation Type,Error Type,Error Count,Temperature (°C),Power Level (dBm),Last Checkup Date,Failure Date,Next Predicted Failure (days)
ACC-69466,SITE-4260,c3e18c00,Netgear CM500,522.98,158,-74.6,1.12,3.27,26.54,-67.54,QPSK,Packet Drops,3,56.2,4.03,2022-09-15,2023-05-14,241
ACC-40168,SITE-2232,17a7091b,Technicolor CGM4231,905.1,130,-71.6,4.16,3.15,15.13,-75.11,QPSK,Sync Loss,305,43.2,7.37,2023-01-23,2023-12-15,326
ACC-66323,SITE-7886,b1999b3e,Netgear CM500,1025.41,309,-52.0,6.62,4.12,47.47,-89.75,QAM16,CRC Errors,471,69.9,8.87,2020-09-28,2021-08-24,330
ACC-11966,SITE-1283,0b1d9de4,Netgear CM500,236.09,322,-92.5,4.59,4.7,38.77,-74.93,QAM256,CRC Errors,9,48.1,-2.34,2023-10-28,2024-09-28,336
ACC-24603,SITE-1421,b6e2470e,Netgear CM500,1491.49,54,-86.6,6.85,4.96,22.25,-80.82,QAM256,Overheating,283,30.8,-3.68,2023-01-30,2023-10-25,268
ACC-78944,SITE-2553,89225181,Netgear CM500,700.21,317,-55.7,6.45,3.27,12.73,-86.18,QPSK,Overheating,338,69.6,5.14,2022-11-10,2022-12-17,37
ACC-74813,SITE-7875,4aab02d6,Motorola MB7621,885.28,218,-76.3,3.82,1.34,43.72,-60.92,QAM16,Packet Drops,311,31.3,-6.41,2023-04-07,2023-06-15,69
ACC-94337,SITE-6220,9af1465f,Technicolor CGM4231,145.08,62,-96.6,7.09,0.52,39.74,-74.36,QPSK,Sync Loss,461,31.8,-1.09,2023-06-12,2024-06-09,363
ACC-84204,SITE-9788,e4ad4972,Motorola MB7621,270.36,135,-80.1,8.39,4.31,43.46,-73.64,QPSK,Packet Drops,348,53.6,3.41,2020-05-19,2020-07-12,54
ACC-33237,SITE-9379,bf811b97,TP-Link Archer C7,1097.56,138,-95.2,9.87,2.06,20.41,-81.78,QAM64,CRC Errors,194,74.7,5.85,2022-09-22,2023-06-11,262
ACC-41908,SITE-5540,4eb9eacd,Technicolor CGM4231,1260.24,327,-74.1,9.85,2.95,41.46,-74.73,QAM16,Overheating,374,50.0,7.96,2022-07-14,2022-07-20,6
ACC-50193,SITE-9436,d5aee859,Technicolor CGM4231,991.45,363,-69.3,4.95,1.85,16.27,-94.4,QAM256,CRC Errors,300,40.9,-8.88,2021-02-18,2021-12-24,309
ACC-87175,SITE-1238,508984e3,Technicolor CGM4231,1045.91,274,-80.5,4.89,3.62,10.58,-67.42,QAM16,Signal Fading,160,65.7,-3.64,2021-11-03,2022-03-01,118
ACC-93978,SITE-2887,9e075c93,Motorola MB7621,1264.4,342,-65.4,7.44,2.36,33.79,-40.21,QPSK,Packet Drops,440,50.2,1.25,2021-03-03,2021-12-06,278
ACC-89085,SITE-3739,ffc6f530,Motorola MB7621,716.06,115,-95.5,9.96,3.78,41.93,-48.99,QAM16,CRC Errors,249,43.3,-8.16,2023-01-29,2023-07-20,172
ACC-81383,SITE-7923,1a106229,Netgear CM500,829.86,172,-32.0,2.86,0.66,49.68,-78.06,QPSK,Overheating,430,57.0,-0.21,2023-11-29,2024-08-07,252
ACC-13713,SITE-4938,72a9ab7b,Technicolor CGM4231,119.17,337,-45.0,8.55,2.44,24.17,-83.08,QAM16,Sync Loss,334,80.0,-5.57,2020-05-20,2020-09-09,112
ACC-57743,SITE-3595,d59f3dfd,Technicolor CGM4231,951.28,185,-89.3,6.41,3.74,26.23,-102.52,QAM16,CRC Errors,187,47.2,-8.68,2020-05-03,2021-02-24,297
ACC-39864,SITE-7452,7827c139,Arris TG2492,1037.1,133,-33.3,4.02,0.59,14.45,-113.29,QAM16,Overheating,138,42.9,-4.0,2021-04-09,2021-04-13,4
ACC-73158,SITE-9954,98a3f07d,TP-Link Archer C7,1159.18,61,-73.6,4.76,3.7,43.22,-89.09,QAM16,CRC Errors,105,70.7,6.99,2023-08-23,2024-07-11,323
ACC-27380,SITE-3504,0256e406,Arris TG2492,543.37,195,-78.3,2.56,0.59,10.38,-90.5,QAM16,CRC Errors,374,62.9,9.85,2022-03-12,2022-08-27,168
ACC-98197,SITE-6093,b47ed076,Technicolor CGM4231,1233.85,161,-51.1,5.56,3.99,43.73,-45.7,QAM256,Signal Fading,309,50.8,-9.6,2023-07-29,2024-02-26,212
ACC-10151,SITE-6655,05249034,Motorola MB7621,727.11,265,-96.6,6.59,3.02,49.59,-76.06,QPSK,Signal Fading,89,70.7,0.84,2021-02-06,2021-04-13,66
ACC-54673,SITE-4286,01ac9ff9,Motorola MB7621,801.49,189,-31.3,4.86,2.17,18.45,-45.46,QAM16,Sync Loss,31,58.4,0.42,2021-07-04,2022-01-20,200
ACC-35163,SITE-2009,62980c6a,Motorola MB7621,1351.47,211,-50.8,1.67,4.29,23.09,-72.45,QAM64,Packet Drops,196,79.6,6.14,2021-12-25,2022-10-12,291
ACC-67931,SITE-1007,9e8d2f39,Motorola MB7621,398.98,186,-76.9,2.95,0.87,47.75,-53.65,QPSK,Sync Loss,448,63.9,-5.43,2020-07-17,2020-11-23,129
ACC-71890,SITE-3606,59a77ebe,TP-Link Archer C7,655.54,202,-61.5,8.0,0.15,18.38,-78.37,QAM16,Overheating,229,54.8,9.06,2020-03-05,2020-05-23,79
ACC-57114,SITE-5359,e5c76553,Motorola MB7621,1077.6,200,-54.8,7.38,2.64,47.22,-70.11,QPSK,Packet Drops,206,43.9,3.29,2022-03-03,2022-10-31,242
ACC-61080,SITE-6716,1547e28a,Arris TG2492,750.95,86,-54.7,0.66,4.85,36.62,-50.44,QAM64,Overheating,25,41.4,-5.34,2020-10-20,2021-06-02,225
ACC-48450,SITE-2587,9c267e4d,Technicolor CGM4231,914.23,107,-40.9,4.75,0.05,14.69,-74.42,QAM256,Packet Drops,291,36.8,-8.65,2023-04-01,2023-08-25,146
ACC-71206,SITE-2885,540ff3a9,Netgear CM500,1214.59,15,-92.8,7.8,2.83,33.83,-106.51,QAM64,Sync Loss,29,81.5,-1.68,2021-03-21,2022-02-12,328
ACC-40993,SITE-7760,d408bb93,TP-Link Archer C7,1021.49,323,-68.2,4.05,1.71,16.3,-68.3,QAM16,Overheating,260,78.5,-3.38,2023-04-24,2023-08-14,112
ACC-31012,SITE-1837,1e5a8dc9,TP-Link Archer C7,1007.62,233,-89.0,6.81,1.52,10.54,-42.32,QAM256,CRC Errors,102,51.6,-2.95,2022-05-18,2022-12-19,215
ACC-43420,SITE-2226,cc50982c,Arris TG2492,1382.83,18,-48.8,1.45,1.55,40.79,-98.81,QPSK,Signal Fading,490,64.0,-5.41,2023-12-01,2024-08-05,248
ACC-32925,SITE-3328,61a37128,Technicolor CGM4231,260.82,59,-58.2,0.47,1.21,15.34,-58.58,QAM256,Packet Drops,452,62.3,1.35,2022-06-11,2023-05-30,353
ACC-87518,SITE-8373,53b31c47,Arris TG2492,114.16,328,-44.9,3.12,2.3,41.7,-46.95,QPSK,Signal Fading,364,78.9,8.23,2021-09-21,2022-01-18,119
ACC-87661,SITE-6352,c6aff32d,TP-Link Archer C7,394.37,27,-76.9,6.57,2.73,11.07,-46.13,QAM64,Packet Drops,87,40.4,9.83,2023-05-12,2023-09-08,119
ACC-52183,SITE-3568,fd3db115,Arris TG2492,1105.13,52,-61.3,9.78,0.23,42.26,-104.04,QAM256,Signal Fading,452,39.8,6.87,2022-04-20,2022-07-16,87
ACC-87522,SITE-3225,e3a36fd2,Technicolor CGM4231,846.99,168,-49.1,8.57,1.15,24.45,-103.45,QAM16,Packet Drops,356,84.3,-7.03,2020-12-02,2021-02-01,61
ACC-95572,SITE-8628,9e4fe11a,TP-Link Archer C7,938.85,94,-55.3,5.1,1.54,40.44,-96.73,QAM16,Packet Drops,339,59.2,-1.74,2022-08-31,2023-05-31,273
ACC-62006,SITE-5632,209ec0b7,Technicolor CGM4231,424.01,329,-70.4,1.15,2.35,38.02,-110.22,QAM64,CRC Errors,481,53.4,-8.89,2020-07-26,2021-01-10,168
ACC-91851,SITE-7760,2f2f1173,Technicolor CGM4231,368.37,77,-64.8,9.93,0.08,30.73,-77.44,QAM64,Sync Loss,454,40.3,-0.04,2020-10-07,2021-10-06,364
ACC-94997,SITE-7466,6d338ea0,TP-Link Archer C7,1284.44,286,-90.1,5.68,3.94,33.27,-107.84,QAM64,CRC Errors,153,40.6,-1.05,2020-04-10,2020-05-30,50
ACC-63132,SITE-6333,8241b94d,Motorola MB7621,902.49,354,-37.5,2.62,0.32,15.61,-71.33,QPSK,Packet Drops,76,63.5,2.48,2022-03-13,2022-10-28,229
ACC-68976,SITE-9653,a94cc3e4,TP-Link Archer C7,1173.83,362,-90.6,5.01,0.56,11.81,-59.24,QAM256,Packet Drops,297,51.5,5.37,2020-10-23,2021-02-25,125
ACC-26713,SITE-7795,35c2f660,TP-Link Archer C7,1321.29,149,-54.0,8.12,2.59,14.67,-64.56,QAM16,CRC Errors,333,67.1,-0.21,2021-06-20,2021-12-17,180
ACC-11679,SITE-3912,9b56c0a1,Motorola MB7621,877.16,132,-63.1,7.22,4.53,13.77,-80.76,QPSK,Packet Drops,412,73.9,-3.44,2020-12-05,2021-03-03,88
ACC-58026,SITE-2862,3ecf4f49,Arris TG2492,1429.58,14,-77.7,1.24,0.36,13.27,-68.5,QAM64,Sync Loss,452,81.4,7.76,2021-11-28,2022-09-30,306
ACC-44861,SITE-3343,412f3002,Motorola MB7621,889.17,220,-79.1,7.23,0.69,31.36,-81.09,QAM16,Packet Drops,263,56.3,5.41,2022-12-23,2023-09-15,266
ACC-33558,SITE-5277,c17ef009,Arris TG2492,130.23,225,-60.3,3.83,0.85,17.57,-112.08,QAM64,Sync Loss,341,49.7,3.21,2022-10-20,2023-05-14,206
ACC-96020,SITE-7933,e43c683a,Netgear CM500,753.96,98,-54.0,7.25,2.48,13.82,-51.56,QPSK,Overheating,366,36.2,8.65,2021-05-15,2022-04-22,342
ACC-75599,SITE-9548,45442129,TP-Link Archer C7,1420.72,9,-39.9,8.32,3.87,39.34,-46.58,QAM16,Packet Drops,493,64.8,1.35,2023-12-10,2024-01-19,40
ACC-22151,SITE-2260,f6d8f515,Motorola MB7621,1323.51,252,-69.4,0.06,2.89,16.5,-96.12,QAM16,CRC Errors,324,38.9,0.37,2023-05-12,2023-05-15,3
ACC-56019,SITE-6757,2c51f37c,Motorola MB7621,383.24,186,-44.4,1.85,3.57,11.68,-48.92,QAM16,Sync Loss,195,34.6,9.33,2023-12-25,2024-07-05,193
ACC-92880,SITE-8640,44ad798e,Technicolor CGM4231,1389.98,206,-52.5,2.0,3.21,12.03,-117.12,QAM64,CRC Errors,407,51.5,-2.21,2021-11-15,2022-07-30,257
ACC-55105,SITE-4246,3b11b4ba,Technicolor CGM4231,1393.68,292,-37.3,3.68,3.7,31.84,-103.28,QAM64,Signal Fading,172,68.5,-6.9,2020-05-19,2020-06-12,24
ACC-60977,SITE-4570,0cc69d3e,Arris TG2492,307.65,90,-47.2,9.7,1.81,10.46,-103.45,QAM256,Packet Drops,18,82.3,-2.78,2023-06-23,2023-12-08,168
ACC-59856,SITE-2154,b9385e79,TP-Link Archer C7,479.58,289,-40.5,5.96,4.54,35.98,-86.34,QAM64,Signal Fading,241,38.8,-9.07,2023-08-13,2024-07-26,348
ACC-63235,SITE-9252,9bbfa920,TP-Link Archer C7,956.98,26,-49.5,0.8,4.18,30.01,-112.71,QAM64,Packet Drops,335,65.1,5.6,2020-06-27,2020-12-11,167
ACC-24744,SITE-4387,43af42b6,Motorola MB7621,1488.34,40,-49.8,1.14,1.98,30.3,-84.92,QAM256,Overheating,426,61.5,-4.98,2021-02-05,2021-04-04,58
ACC-69681,SITE-7305,4cc52444,Motorola MB7621,1335.99,140,-32.5,7.66,1.38,22.8,-41.59,QAM64,CRC Errors,60,48.8,-1.13,2021-12-09,2022-02-08,61
ACC-12806,SITE-8674,518507fe,TP-Link Archer C7,374.46,240,-78.8,9.57,0.04,22.26,-117.15,QAM256,Sync Loss,195,75.3,-2.34,2021-11-09,2022-09-01,296
ACC-32967,SITE-9407,34e070f7,Motorola MB7621,1079.78,330,-66.3,0.45,1.08,22.24,-48.43,QAM64,Signal Fading,201,69.5,1.71,2020-10-27,2021-02-19,115
ACC-60350,SITE-9698,a251abcd,Netgear CM500,1160.63,359,-74.8,9.32,2.37,16.76,-42.31,QPSK,Signal Fading,287,46.7,4.54,2021-08-14,2022-04-12,241
ACC-86628,SITE-8414,d92ec324,Technicolor CGM4231,1390.89,260,-43.3,3.28,4.97,28.32,-110.3,QAM64,Packet Drops,295,76.3,2.05,2020-03-06,2021-01-20,320
ACC-80284,SITE-9841,ad652801,Arris TG2492,538.17,237,-88.0,1.8,2.44,29.19,-51.48,QAM16,Sync Loss,366,47.5,-6.46,2021-02-25,2022-01-12,321
ACC-66640,SITE-1124,1363b75e,Arris TG2492,243.64,93,-53.5,9.69,1.33,39.15,-42.82,QPSK,CRC Errors,85,55.6,-4.08,2021-11-23,2022-05-17,175
ACC-62076,SITE-8592,6ce4789f,Netgear CM500,474.97,140,-37.3,4.31,2.6,23.47,-72.83,QAM256,Overheating,111,82.0,-6.82,2021-08-07,2022-03-17,222
ACC-83589,SITE-9798,c9389e5b,Technicolor CGM4231,374.28,95,-90.5,6.69,4.65,31.55,-76.63,QPSK,Overheating,492,32.5,-9.14,2023-11-17,2023-12-31,44
ACC-89569,SITE-1714,ae6bae9f,Arris TG2492,1429.9,181,-40.9,4.95,4.96,46.1,-86.64,QAM16,Overheating,454,69.2,5.8,2021-11-11,2022-10-21,344
ACC-97611,SITE-6009,d32f6eea,Netgear CM500,681.77,27,-35.2,1.94,0.36,13.46,-113.7,QAM256,Signal Fading,138,35.9,-5.15,2020-07-14,2021-03-13,242
ACC-54839,SITE-6755,91f6799b,Arris TG2492,213.01,272,-37.6,5.27,1.79,14.53,-87.76,QPSK,Packet Drops,73,83.0,1.93,2021-09-15,2022-07-14,302
ACC-78425,SITE-5069,efb21161,Motorola MB7621,1100.47,31,-44.3,1.43,3.16,23.74,-73.85,QAM64,CRC Errors,168,44.3,-1.21,2022-02-16,2022-09-06,202
ACC-32011,SITE-9816,9e129b8a,Technicolor CGM4231,1415.09,260,-64.9,8.04,4.99,23.46,-79.59,QAM256,CRC Errors,81,48.9,-5.34,2021-07-09,2022-07-08,364
ACC-31899,SITE-8384,f51e40d7,TP-Link Archer C7,269.07,233,-33.8,3.26,1.07,35.45,-92.99,QAM64,Overheating,325,81.2,-5.18,2021-07-10,2021-07-17,7
ACC-20766,SITE-6128,d936e69e,TP-Link Archer C7,747.35,119,-79.8,9.08,0.53,30.31,-45.07,QAM64,Sync Loss,246,82.6,7.23,2021-12-20,2022-01-22,33
ACC-59682,SITE-4863,ad48ada8,Netgear CM500,699.42,161,-30.7,6.32,0.27,38.03,-107.62,QAM64,Overheating,277,79.4,7.24,2020-02-13,2020-10-15,245
ACC-63422,SITE-8556,3376c73f,Arris TG2492,963.96,253,-55.2,0.0,1.35,44.37,-68.77,QPSK,CRC Errors,81,82.3,0.2,2023-02-10,2023-08-15,186
ACC-73142,SITE-3866,0e0ca562,Motorola MB7621,322.54,277,-83.2,4.4,0.5,25.54,-116.98,QAM16,Overheating,328,67.9,-7.98,2021-05-11,2022-01-28,262
ACC-83940,SITE-6501,e647f26f,Technicolor CGM4231,146.49,125,-30.2,4.32,3.41,25.03,-72.36,QAM256,CRC Errors,77,70.5,-8.98,2022-09-13,2023-02-05,145
ACC-32571,SITE-6138,bf6c2bfd,Arris TG2492,1242.86,157,-89.8,3.99,1.79,36.04,-51.81,QAM64,Signal Fading,134,62.7,0.66,2023-05-15,2023-11-27,196
ACC-54770,SITE-1707,53773817,Netgear CM500,1361.47,111,-60.0,8.23,0.46,49.17,-67.37,QPSK,Signal Fading,338,83.5,-3.75,2020-12-11,2021-03-20,99
ACC-10476,SITE-6766,214601aa,Arris TG2492,823.88,157,-84.9,3.37,3.86,20.35,-63.84,QAM256,CRC Errors,189,54.7,-6.14,2021-09-16,2022-07-15,302
ACC-51111,SITE-9797,4f1bcd84,Technicolor CGM4231,1464.73,43,-35.1,5.26,3.66,38.39,-41.82,QAM16,CRC Errors,322,64.1,6.09,2021-03-18,2021-10-04,200
ACC-46411,SITE-7368,efb63a55,Technicolor CGM4231,369.15,86,-35.8,7.9,3.15,28.03,-119.25,QAM256,Sync Loss,31,57.0,2.38,2023-02-10,2023-02-15,5
ACC-50818,SITE-2337,1f867f0a,Netgear CM500,1127.83,361,-64.1,7.39,1.99,35.34,-103.96,QAM16,Sync Loss,179,82.0,7.72,2020-07-18,2021-02-11,208
ACC-24883,SITE-8040,2f56e536,Technicolor CGM4231,897.28,195,-57.7,9.09,2.8,23.0,-117.18,QPSK,CRC Errors,194,54.9,1.43,2023-04-30,2023-10-10,163
ACC-97408,SITE-5639,c7ad4848,Motorola MB7621,812.25,195,-81.3,2.71,3.69,43.93,-45.7,QPSK,Overheating,49,69.3,4.4,2022-06-11,2022-06-30,19
ACC-21332,SITE-8656,348ad00b,TP-Link Archer C7,1423.17,272,-34.7,2.67,4.34,30.88,-53.49,QPSK,Sync Loss,357,66.3,2.49,2020-07-25,2021-05-15,294
ACC-10043,SITE-7452,22deb0e6,TP-Link Archer C7,433.19,125,-58.2,8.48,4.98,40.12,-47.61,QPSK,Sync Loss,142,64.3,-6.14,2021-02-05,2021-12-21,319
ACC-57471,SITE-2887,df5b0259,Netgear CM500,316.9,181,-57.5,8.5,1.12,40.26,-97.48,QAM64,Sync Loss,155,73.6,1.07,2023-06-11,2023-06-24,13
ACC-64300,SITE-9393,a809f497,TP-Link Archer C7,1127.11,50,-32.4,8.81,3.44,32.0,-67.76,QAM256,Overheating,386,33.5,6.48,2022-11-18,2023-03-25,127
ACC-82016,SITE-6413,4219f602,Motorola MB7621,1372.58,358,-87.8,9.51,3.75,15.4,-50.13,QAM64,Overheating,23,75.8,-3.79,2021-11-14,2022-06-30,228
ACC-93246,SITE-2623,dea44121,Arris TG2492,127.33,142,-100.0,8.98,0.24,46.09,-68.06,QAM64,Overheating,87,59.0,-6.36,2023-02-21,2023-07-20,149
ACC-43711,SITE-7393,00ff897e,Arris TG2492,1467.72,136,-46.1,8.43,4.45,43.56,-42.58,QAM64,Overheating,154,78.8,-3.93,2022-01-28,2022-12-03,309
ACC-74785,SITE-8743,dc6af9ee,TP-Link Archer C7,170.74,56,-88.7,8.67,0.82,18.27,-74.09,QAM64,Overheating,187,76.3,-6.73,2021-07-26,2022-06-07,316
ACC-84998,SITE-8970,ba4598b9,Netgear CM500,787.21,75,-52.1,2.62,0.6,12.87,-64.63,QAM16,CRC Errors,383,39.1,-7.92,2023-10-08,2024-10-01,359
ACC-13283,SITE-2858,3a3145c9,TP-Link Archer C7,1138.09,222,-48.4,5.99,4.17,36.51,-56.36,QPSK,Packet Drops,173,58.6,8.32,2021-05-14,2021-08-10,88
ACC-69935,SITE-9366,5db032b2,TP-Link Archer C7,1301.89,292,-41.3,0.58,2.68,26.94,-71.91,QAM256,CRC Errors,268,48.8,-6.69,2020-05-15,2020-12-07,206
ACC-40110,SITE-9746,c770e717,Motorola MB7621,1232.08,188,-65.5,4.79,4.6,15.29,-72.38,QAM16,Signal Fading,5,59.1,-5.44,2022-01-18,2022-10-07,262
ACC-45664,SITE-9498,6d82b465,Arris TG2492,1416.88,235,-86.3,4.43,3.01,32.92,-49.36,QAM64,Signal Fading,116,34.5,5.45,2020-11-24,2021-03-22,118
ACC-67807,SITE-5221,8d7bba2e,Technicolor CGM4231,955.35,282,-67.1,8.51,1.59,34.96,-95.26,QAM256,Packet Drops,29,59.8,2.96,2021-06-11,2022-05-05,328
ACC-83162,SITE-8577,d221fa69,Arris TG2492,429.18,297,-66.0,5.72,4.79,36.03,-111.7,QPSK,CRC Errors,389,41.8,5.33,2022-11-02,2023-09-02,304
ACC-68904,SITE-7336,027d5bca,Arris TG2492,595.29,94,-67.2,8.66,1.48,13.39,-70.79,QAM16,Signal Fading,381,70.9,4.23,2022-09-26,2023-02-21,148
ACC-42466,SITE-1830,1e4ecd99,Motorola MB7621,686.22,259,-77.4,5.33,4.77,30.44,-40.08,QAM64,Packet Drops,394,31.8,-7.77,2022-02-06,2022-09-01,207
ACC-56088,SITE-1151,59e88fbd,Motorola MB7621,1283.04,119,-44.1,4.04,0.88,11.68,-80.29,QAM64,Overheating,371,84.4,2.6,2023-05-16,2023-11-12,180
ACC-93349,SITE-3947,f090e38a,Arris TG2492,1116.57,99,-86.3,5.22,2.23,20.37,-73.89,QAM16,Packet Drops,360,70.5,-6.25,2022-04-21,2022-06-24,64
ACC-77301,SITE-7915,f2c996fa,Netgear CM500,568.3,308,-49.6,5.57,4.46,37.76,-119.52,QAM16,Overheating,439,47.6,4.56,2022-02-07,2022-04-18,70
ACC-60876,SITE-6588,18d3ce07,TP-Link Archer C7,780.4,83,-43.9,8.31,2.45,42.74,-61.85,QPSK,Overheating,140,62.1,7.66,2020-11-15,2021-06-20,217
ACC-99554,SITE-2578,a94963c6,Netgear CM500,630.77,155,-67.9,7.99,1.48,14.16,-111.38,QAM64,Overheating,388,84.9,-5.22,2021-02-12,2021-11-01,262
ACC-41234,SITE-8899,56bd1040,Netgear CM500,765.63,360,-53.9,6.01,3.05,21.48,-42.27,QAM256,Signal Fading,471,63.0,8.91,2020-06-12,2020-11-28,169
ACC-26939,SITE-9271,3ae04aa7,Motorola MB7621,542.5,154,-80.8,9.37,3.67,40.24,-75.19,QAM256,CRC Errors,48,77.5,-2.38,2023-06-20,2024-06-16,362
ACC-89796,SITE-9605,c695f03d,TP-Link Archer C7,1425.45,100,-53.7,3.83,3.94,15.34,-111.03,QAM64,Signal Fading,185,72.5,-2.12,2020-07-21,2021-03-01,223
ACC-56985,SITE-5098,379912f8,Technicolor CGM4231,263.34,84,-42.6,1.81,4.5,37.69,-89.19,QAM16,Packet Drops,466,52.3,-8.01,2023-09-14,2023-11-01,48
ACC-33103,SITE-3337,890d1b22,Motorola MB7621,240.69,147,-55.2,9.77,4.94,26.84,-85.7,QAM64,Packet Drops,345,55.3,-2.66,2021-04-15,2021-07-29,105
ACC-56756,SITE-3654,b77551a5,Arris TG2492,177.99,343,-91.4,0.68,0.55,39.78,-43.14,QPSK,Overheating,34,67.3,-5.53,2022-09-21,2023-07-13,295
ACC-90863,SITE-5809,2ad2db3a,TP-Link Archer C7,664.26,158,-92.7,9.46,4.13,48.14,-75.1,QAM16,Sync Loss,325,34.0,-7.29,2020-04-08,2020-04-19,11
ACC-42595,SITE-4566,56ad9e98,Arris TG2492,304.38,25,-69.8,5.61,4.86,13.5,-41.43,QPSK,Sync Loss,415,41.6,8.09,2020-08-12,2021-03-02,202
ACC-65032,SITE-6168,4dd94012,TP-Link Archer C7,1082.45,306,-51.4,3.58,4.78,11.29,-53.0,QAM64,Packet Drops,14,72.3,-8.16,2021-07-22,2021-12-20,151
ACC-56868,SITE-7752,bdf3ab02,Arris TG2492,510.78,93,-91.0,3.53,1.41,37.23,-45.87,QAM64,Signal Fading,227,72.8,-9.18,2021-07-14,2022-03-21,250
ACC-64619,SITE-4486,24e6ddd1,TP-Link Archer C7,370.8,270,-95.9,3.23,2.8,47.17,-105.38,QAM256,CRC Errors,499,58.7,2.3,2022-11-15,2023-08-02,260
ACC-69186,SITE-6571,a4f50837,TP-Link Archer C7,618.55,33,-50.4,3.74,3.35,17.5,-57.75,QPSK,Signal Fading,147,83.0,9.64,2021-09-29,2021-10-18,19
ACC-75292,SITE-1148,89a6c607,TP-Link Archer C7,630.86,154,-82.3,1.83,1.67,28.06,-97.75,QAM256,Overheating,146,71.3,1.47,2021-05-27,2021-08-12,77
ACC-62483,SITE-9280,6a4fc386,TP-Link Archer C7,916.51,315,-45.7,6.58,1.01,19.34,-99.18,QAM16,CRC Errors,138,75.6,-3.19,2023-01-29,2023-11-14,289
ACC-54723,SITE-2316,7aca19ec,Motorola MB7621,327.52,127,-56.0,2.12,2.19,13.71,-89.59,QAM16,Overheating,426,57.6,-9.22,2023-12-19,2024-10-10,296
ACC-62315,SITE-7080,974f366b,Arris TG2492,539.47,215,-92.1,0.79,1.71,32.47,-68.23,QAM256,CRC Errors,108,30.9,4.29,2020-12-12,2021-09-21,283
ACC-32816,SITE-6364,30996443,Motorola MB7621,981.56,17,-35.4,4.34,0.91,30.01,-60.63,QAM256,Overheating,490,67.0,-5.25,2022-09-06,2023-08-29,357
ACC-69558,SITE-6901,3322435c,TP-Link Archer C7,1106.01,189,-95.2,5.84,4.87,47.48,-68.2,QAM16,Signal Fading,303,36.3,-1.4,2023-07-10,2023-10-22,104
ACC-39432,SITE-7348,7fb683ca,Technicolor CGM4231,1136.6,362,-33.3,7.1,3.09,28.04,-73.22,QAM16,CRC Errors,338,49.7,-1.43,2022-09-26,2023-09-18,357
ACC-87291,SITE-8512,f24af712,Motorola MB7621,814.7,249,-43.5,8.86,0.93,29.74,-101.84,QAM256,Sync Loss,47,32.3,7.53,2022-05-10,2022-10-13,156
ACC-13126,SITE-7012,27d8cf30,Netgear CM500,1145.99,117,-97.3,2.96,4.93,20.84,-114.15,QPSK,Sync Loss,247,33.7,-9.3,2022-12-16,2023-08-17,244
ACC-72623,SITE-8244,394125dd,Arris TG2492,358.34,101,-40.2,1.48,0.31,23.0,-75.15,QAM64,Packet Drops,187,59.3,-8.5,2021-02-03,2021-09-27,236
ACC-84641,SITE-6335,d556ecac,TP-Link Archer C7,1092.71,4,-98.6,1.56,4.63,11.09,-62.93,QAM256,Packet Drops,452,45.2,2.11,2022-04-28,2022-09-15,140
ACC-26495,SITE-1637,01e484d4,Arris TG2492,354.81,335,-57.0,0.46,3.91,26.7,-69.2,QAM256,Overheating,318,82.8,7.22,2022-01-14,2022-09-10,239
ACC-80406,SITE-6283,fa5bdeeb,Arris TG2492,683.02,81,-70.5,5.76,0.2,16.77,-42.53,QAM64,Signal Fading,227,58.9,-3.13,2021-12-07,2022-03-09,92
ACC-26147,SITE-4069,d5ba9cb9,Arris TG2492,1239.91,326,-31.8,7.35,1.76,17.48,-85.95,QAM256,Packet Drops,107,63.5,-7.33,2023-08-27,2024-05-27,274
ACC-77951,SITE-4609,c06f88ac,Arris TG2492,1163.79,4,-55.1,6.93,0.62,38.98,-96.69,QAM64,CRC Errors,441,32.2,4.16,2023-12-05,2024-04-05,122
ACC-27961,SITE-7310,73a8b124,Netgear CM500,1351.78,157,-30.3,9.7,3.13,49.83,-69.68,QPSK,Sync Loss,107,34.8,-4.26,2022-12-03,2023-01-11,39
ACC-97824,SITE-1021,05c18777,Netgear CM500,1481.86,128,-34.2,4.35,0.01,41.31,-68.34,QAM64,Packet Drops,450,74.2,5.34,2023-11-16,2024-11-06,356
ACC-81958,SITE-3314,2701ce03,Netgear CM500,356.14,170,-35.3,6.96,2.11,22.06,-80.47,QAM16,Overheating,82,64.8,-1.98,2020-05-08,2021-02-15,283
ACC-89884,SITE-3211,61394cb6,Motorola MB7621,1222.16,343,-89.2,6.34,3.78,46.93,-48.27,QAM256,Sync Loss,423,42.3,-4.32,2021-06-29,2022-04-09,284
ACC-84050,SITE-7899,286cd390,Motorola MB7621,775.28,296,-79.7,6.15,0.92,44.34,-103.96,QPSK,Packet Drops,170,67.1,-8.49,2023-03-01,2023-09-24,207
ACC-31815,SITE-9216,5745fde4,Arris TG2492,836.94,234,-59.2,8.67,2.07,19.64,-107.03,QAM16,Overheating,24,64.2,-7.03,2022-08-29,2023-05-09,253
